No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
35114,2014,1,3,1,220.0,-9,1.0,1018.0,cv,0.45,0,0
35115,2014,1,3,2,146.0,-9,0.0,1019.0,NW,4.02,0,0
35116,2014,1,3,3,34.0,-9,1.0,1019.0,cv,0.89,0,0
35117,2014,1,3,4,34.0,-9,-2.0,1020.0,NW,3.13,0,0
35118,2014,1,3,5,35.0,-9,-1.0,1020.0,NW,7.15,0,0
35119,2014,1,3,6,45.0,-13,0.0,1020.0,cv,0.89,0,0
35120,2014,1,3,7,43.0,-13,-1.0,1022.0,NW,3.13,0,0
35121,2014,1,3,8,43.0,-12,-1.0,1023.0,NW,7.15,0,0
35122,2014,1,3,9,36.0,-13,4.0,1024.0,NW,11.17,0,0
35123,2014,1,3,10,36.0,-16,7.0,1025.0,NW,14.3,0,0
35124,2014,1,3,11,23.0,-16,8.0,1024.0,NW,17.43,0,0
35125,2014,1,3,12,25.0,-16,8.0,1023.0,NW,20.56,0,0
35126,2014,1,3,13,29.0,-17,9.0,1022.0,NW,22.35,0,0
35127,2014,1,3,14,26.0,-18,9.0,1022.0,NE,1.79,0,0
35128,2014,1,3,15,21.0,-17,8.0,1022.0,NE,3.58,0,0
35129,2014,1,3,16,25.0,-17,7.0,1022.0,SE,1.79,0,0
35130,2014,1,3,17,31.0,-17,5.0,1023.0,SE,3.58,0,0
35131,2014,1,3,18,43.0,-17,3.0,1023.0,cv,0.45,0,0
35132,2014,1,3,19,46.0,-17,3.0,1024.0,cv,1.34,0,0
35133,2014,1,3,20,50.0,-16,1.0,1024.0,cv,2.23,0,0
35134,2014,1,3,21,68.0,-13,-1.0,1024.0,cv,2.68,0,0
35135,2014,1,3,22,60.0,-11,-1.0,1025.0,SE,1.79,0,0
35136,2014,1,3,23,103.0,-8,-1.0,1025.0,SE,4.92,0,0
35137,2014,1,4,0,85.0,-6,-1.0,1026.0,SE,6.71,0,0
35138,2014,1,4,1,86.0,-6,-2.0,1025.0,SE,8.5,0,0
35139,2014,1,4,2,89.0,-7,-2.0,1025.0,cv,0.89,0,0
35140,2014,1,4,3,77.0,-7,-2.0,1025.0,SE,1.79,0,0
35141,2014,1,4,4,77.0,-9,-5.0,1025.0,cv,0.45,0,0
35142,2014,1,4,5,75.0,-9,-5.0,1025.0,cv,1.34,0,0
35143,2014,1,4,6,80.0,-9,-6.0,1025.0,cv,1.79,0,0
35144,2014,1,4,7,86.0,-7,-4.0,1025.0,SE,0.89,0,0
35145,2014,1,4,8,95.0,-7,-3.0,1025.0,cv,0.89,0,0
35146,2014,1,4,9,101.0,-6,-2.0,1025.0,SE,0.89,0,0
35147,2014,1,4,10,132.0,-6,-1.0,1025.0,SE,1.78,0,0
35148,2014,1,4,11,153.0,-5,-1.0,1024.0,SE,3.57,0,0
35149,2014,1,4,12,173.0,-6,0.0,1023.0,NE,1.79,0,0
35150,2014,1,4,13,178.0,-7,1.0,1021.0,cv,0.89,0,0
35151,2014,1,4,14,176.0,-7,2.0,1020.0,SE,1.79,0,0
35152,2014,1,4,15,209.0,-7,2.0,1020.0,cv,0.89,0,0
35153,2014,1,4,16,219.0,-7,2.0,1020.0,NW,1.79,0,0
35154,2014,1,4,17,224.0,-7,1.0,1020.0,NW,3.58,0,0
35155,2014,1,4,18,212.0,-8,-2.0,1020.0,NW,6.71,0,0
35156,2014,1,4,19,221.0,-8,-3.0,1021.0,NW,8.5,0,0
35157,2014,1,4,20,221.0,-8,-4.0,1021.0,NW,10.29,0,0
35158,2014,1,4,21,217.0,-8,-4.0,1021.0,cv,0.89,0,0
35159,2014,1,4,22,203.0,-8,-4.0,1021.0,cv,1.78,0,0
35160,2014,1,4,23,221.0,-9,-5.0,1021.0,NW,1.79,0,0
35161,2014,1,5,0,192.0,-8,-4.0,1021.0,NW,3.58,0,0
35162,2014,1,5,1,183.0,-10,-6.0,1022.0,NW,6.71,0,0
35163,2014,1,5,2,175.0,-8,-5.0,1022.0,NW,10.73,0,0
35164,2014,1,5,3,177.0,-9,-6.0,1022.0,NW,14.75,0,0
35165,2014,1,5,4,183.0,-10,-7.0,1023.0,NW,17.88,0,0
35166,2014,1,5,5,155.0,-10,-7.0,1023.0,NW,22.8,0,0
35167,2014,1,5,6,151.0,-9,-6.0,1023.0,NW,26.82,0,0
35168,2014,1,5,7,137.0,-10,-7.0,1024.0,NW,29.95,0,0
35169,2014,1,5,8,109.0,-8,-4.0,1024.0,NW,34.87,0,0
35170,2014,1,5,9,140.0,-8,-2.0,1025.0,NW,39.79,0,0
35171,2014,1,5,10,117.0,-8,1.0,1026.0,NW,42.92,0,0
35172,2014,1,5,11,128.0,-12,5.0,1026.0,NW,46.05,0,0
35173,2014,1,5,12,54.0,-14,5.0,1025.0,NE,3.13,0,0
35174,2014,1,5,13,34.0,-14,5.0,1024.0,NE,6.26,0,0
35175,2014,1,5,14,32.0,-15,6.0,1024.0,NE,9.39,0,0
35176,2014,1,5,15,28.0,-15,6.0,1024.0,NE,12.52,0,0
35177,2014,1,5,16,29.0,-15,6.0,1024.0,SE,3.13,0,0
35178,2014,1,5,17,37.0,-15,3.0,1024.0,SE,4.92,0,0
35179,2014,1,5,18,46.0,-15,1.0,1025.0,SE,6.71,0,0
35180,2014,1,5,19,54.0,-12,-1.0,1025.0,cv,0.89,0,0
35181,2014,1,5,20,53.0,-12,-2.0,1026.0,cv,1.78,0,0
35182,2014,1,5,21,47.0,-12,0.0,1026.0,SE,4.02,0,0
35183,2014,1,5,22,112.0,-9,-1.0,1027.0,SE,7.15,0,0
35184,2014,1,5,23,125.0,-8,-2.0,1028.0,SE,8.94,0,0
35185,2014,1,6,0,128.0,-7,-3.0,1028.0,cv,0.89,0,0
35186,2014,1,6,1,126.0,-5,-2.0,1028.0,cv,1.78,0,0
35187,2014,1,6,2,153.0,-5,-1.0,1028.0,cv,2.67,0,0
35188,2014,1,6,3,157.0,-5,-1.0,1028.0,cv,3.12,1,0
35189,2014,1,6,4,144.0,-5,-1.0,1027.0,SE,0.89,2,0
35190,2014,1,6,5,138.0,-5,-1.0,1027.0,cv,0.89,3,0
35191,2014,1,6,6,128.0,-5,-1.0,1027.0,SE,1.79,0,0
35192,2014,1,6,7,126.0,-5,-1.0,1027.0,SE,3.58,0,0
35193,2014,1,6,8,126.0,-5,-1.0,1027.0,SE,5.37,0,0
35194,2014,1,6,9,159.0,-6,-1.0,1028.0,SE,8.5,1,0
35195,2014,1,6,10,149.0,-5,-1.0,1028.0,SE,11.63,2,0
35196,2014,1,6,11,123.0,-4,0.0,1027.0,SE,15.65,0,0
35197,2014,1,6,12,150.0,-4,0.0,1026.0,SE,18.78,0,0
35198,2014,1,6,13,146.0,-5,0.0,1025.0,SE,22.8,0,0
35199,2014,1,6,14,145.0,-5,0.0,1024.0,SE,25.93,0,0
35200,2014,1,6,15,160.0,-5,0.0,1024.0,SE,27.72,0,0
35201,2014,1,6,16,148.0,-5,0.0,1024.0,SE,29.51,0,0
35202,2014,1,6,17,156.0,-5,0.0,1024.0,SE,30.4,0,0
35203,2014,1,6,18,158.0,-7,-2.0,1024.0,SE,31.29,0,0
35204,2014,1,6,19,167.0,-6,-2.0,1024.0,NE,0.89,0,0
35205,2014,1,6,20,171.0,-5,-1.0,1025.0,SE,0.89,0,0
35206,2014,1,6,21,177.0,-6,-1.0,1025.0,SE,1.78,0,0
35207,2014,1,6,22,185.0,-6,-1.0,1025.0,NE,0.89,0,0
35208,2014,1,6,23,201.0,-6,-1.0,1024.0,cv,0.89,0,0
35209,2014,1,7,0,217.0,-6,-1.0,1024.0,cv,1.34,0,0
35210,2014,1,7,1,208.0,-6,-2.0,1024.0,NE,0.89,0,0
35211,2014,1,7,2,204.0,-7,-4.0,1024.0,cv,0.89,0,0
35212,2014,1,7,3,213.0,-7,-4.0,1025.0,NW,0.89,0,0
35213,2014,1,7,4,256.0,-6,-3.0,1025.0,NW,2.68,0,0
35214,2014,1,7,5,211.0,-6,-3.0,1024.0,NW,5.81,0,0
35215,2014,1,7,6,203.0,-8,-5.0,1024.0,NW,8.94,0,0
35216,2014,1,7,7,212.0,-7,-5.0,1025.0,NW,12.07,0,0
35217,2014,1,7,8,205.0,-6,-3.0,1026.0,NW,16.09,0,0
35218,2014,1,7,9,196.0,-7,-1.0,1027.0,NW,20.11,0,0
35219,2014,1,7,10,182.0,-8,1.0,1028.0,NW,24.13,0,0
35220,2014,1,7,11,124.0,-11,3.0,1027.0,NE,4.02,0,0
35221,2014,1,7,12,102.0,-14,3.0,1027.0,NE,8.94,0,0
35222,2014,1,7,13,77.0,-14,5.0,1026.0,NE,12.96,0,0
35223,2014,1,7,14,48.0,-16,5.0,1026.0,NE,16.98,0,0
35224,2014,1,7,15,38.0,-16,5.0,1026.0,NW,3.13,0,0
35225,2014,1,7,16,31.0,-16,5.0,1027.0,NE,1.79,0,0
35226,2014,1,7,17,27.0,-16,4.0,1028.0,NW,1.79,0,0
35227,2014,1,7,18,33.0,-16,4.0,1028.0,NW,4.92,0,0
35228,2014,1,7,19,35.0,-16,-1.0,1029.0,NW,8.94,0,0
35229,2014,1,7,20,29.0,-19,-1.0,1030.0,NW,12.07,0,0
35230,2014,1,7,21,24.0,-20,0.0,1031.0,NW,16.09,0,0
35231,2014,1,7,22,26.0,-25,0.0,1032.0,NW,20.11,0,0
35232,2014,1,7,23,11.0,-21,-4.0,1032.0,NW,24.13,0,0
35233,2014,1,8,0,14.0,-22,-3.0,1032.0,NW,28.15,0,0
35234,2014,1,8,1,12.0,-21,-4.0,1033.0,NW,31.28,0,0
35235,2014,1,8,2,9.0,-21,-4.0,1033.0,NW,34.41,0,0
35236,2014,1,8,3,11.0,-20,-4.0,1033.0,NW,39.33,0,0
35237,2014,1,8,4,15.0,-20,-5.0,1034.0,NW,43.35,0,0
35238,2014,1,8,5,13.0,-20,-5.0,1034.0,NE,1.79,0,0
35239,2014,1,8,6,15.0,-21,-6.0,1034.0,NW,1.79,0,0
35240,2014,1,8,7,17.0,-20,-6.0,1034.0,NW,6.71,0,0
35241,2014,1,8,8,19.0,-20,-5.0,1035.0,NE,4.02,0,0
35242,2014,1,8,9,18.0,-21,-5.0,1036.0,NW,3.13,0,0
35243,2014,1,8,10,21.0,-20,-2.0,1036.0,NW,7.15,0,0
35244,2014,1,8,11,17.0,-21,-1.0,1035.0,cv,1.79,0,0
35245,2014,1,8,12,22.0,-28,0.0,1034.0,NW,8.94,0,0
35246,2014,1,8,13,23.0,-27,1.0,1033.0,NW,16.09,0,0
35247,2014,1,8,14,16.0,-25,0.0,1032.0,NW,21.9,0,0
35248,2014,1,8,15,22.0,-26,0.0,1032.0,NW,27.71,0,0
35249,2014,1,8,16,18.0,-25,0.0,1032.0,NW,33.52,0,0
35250,2014,1,8,17,17.0,-26,-1.0,1033.0,NW,39.33,0,0
35251,2014,1,8,18,21.0,-26,-2.0,1033.0,NW,44.25,0,0
35252,2014,1,8,19,23.0,-25,-2.0,1033.0,NW,49.17,0,0
35253,2014,1,8,20,22.0,-25,-5.0,1034.0,NW,54.09,0,0
35254,2014,1,8,21,21.0,-25,-7.0,1034.0,NW,58.11,0,0
35255,2014,1,8,22,23.0,-23,-8.0,1034.0,NW,59.9,0,0
35256,2014,1,8,23,53.0,-24,-7.0,1034.0,SE,1.79,0,0
35257,2014,1,9,0,66.0,-23,-10.0,1034.0,cv,0.89,0,0
35258,2014,1,9,1,52.0,-23,-10.0,1033.0,NW,1.79,0,0
35259,2014,1,9,2,30.0,-23,-9.0,1033.0,NW,3.58,0,0
35260,2014,1,9,3,10.0,-23,-11.0,1033.0,NW,6.71,0,0
35261,2014,1,9,4,10.0,-23,-8.0,1033.0,NW,9.84,0,0
35262,2014,1,9,5,13.0,-26,-6.0,1033.0,NW,14.76,0,0
35263,2014,1,9,6,11.0,-25,-7.0,1033.0,NW,18.78,0,0
35264,2014,1,9,7,14.0,-25,-9.0,1033.0,NW,20.57,0,0
35265,2014,1,9,8,20.0,-24,-9.0,1034.0,NW,23.7,0,0
35266,2014,1,9,9,22.0,-25,-4.0,1035.0,NW,27.72,0,0
35267,2014,1,9,10,23.0,-26,-3.0,1035.0,NW,31.74,0,0
35268,2014,1,9,11,20.0,-28,-2.0,1034.0,NW,37.55,0,0
35269,2014,1,9,12,17.0,-28,0.0,1032.0,NW,42.47,0,0
35270,2014,1,9,13,14.0,-32,0.0,1031.0,NW,48.28,0,0
35271,2014,1,9,14,10.0,-33,1.0,1029.0,NW,54.09,0,0
35272,2014,1,9,15,10.0,-35,1.0,1029.0,NW,61.24,0,0
35273,2014,1,9,16,27.0,-34,1.0,1029.0,NW,67.05,0,0
35274,2014,1,9,17,44.0,-26,0.0,1029.0,SE,4.92,0,0
35275,2014,1,9,18,53.0,-24,-1.0,1029.0,SE,8.05,0,0
35276,2014,1,9,19,59.0,-23,-2.0,1030.0,SE,9.84,0,0
35277,2014,1,9,20,56.0,-22,-2.0,1030.0,SE,12.97,0,0
35278,2014,1,9,21,58.0,-23,-2.0,1030.0,SE,14.76,0,0
35279,2014,1,9,22,66.0,-24,-6.0,1031.0,cv,0.89,0,0
35280,2014,1,9,23,73.0,-21,-8.0,1031.0,NE,0.89,0,0
35281,2014,1,10,0,83.0,-20,-9.0,1031.0,cv,0.89,0,0
35282,2014,1,10,1,81.0,-20,-9.0,1031.0,cv,1.78,0,0
35283,2014,1,10,2,91.0,-22,-12.0,1031.0,NW,1.79,0,0
35284,2014,1,10,3,104.0,-22,-11.0,1031.0,NW,3.58,0,0
35285,2014,1,10,4,88.0,-22,-12.0,1031.0,NW,5.37,0,0
35286,2014,1,10,5,85.0,-23,-13.0,1031.0,NW,7.16,0,0
35287,2014,1,10,6,66.0,-22,-13.0,1031.0,NW,10.29,0,0
35288,2014,1,10,7,47.0,-23,-13.0,1031.0,NW,13.42,0,0
35289,2014,1,10,8,70.0,-22,-11.0,1031.0,cv,0.89,0,0
35290,2014,1,10,9,61.0,-21,-8.0,1032.0,NW,1.79,0,0
35291,2014,1,10,10,47.0,-22,-5.0,1032.0,cv,0.89,0,0
35292,2014,1,10,11,61.0,-23,-2.0,1032.0,cv,1.78,0,0
35293,2014,1,10,12,69.0,-25,0.0,1031.0,cv,2.67,0,0
35294,2014,1,10,13,66.0,-27,3.0,1030.0,NW,1.79,0,0
35295,2014,1,10,14,63.0,-28,3.0,1029.0,NW,3.58,0,0
35296,2014,1,10,15,43.0,-27,4.0,1029.0,SE,1.79,0,0
35297,2014,1,10,16,48.0,-29,5.0,1029.0,NW,4.92,0,0
35298,2014,1,10,17,67.0,-26,2.0,1029.0,SE,4.02,0,0
35299,2014,1,10,18,87.0,-26,1.0,1030.0,SE,8.04,0,0
35300,2014,1,10,19,127.0,-25,1.0,1030.0,SE,12.06,0,0
35301,2014,1,10,20,126.0,-20,-3.0,1031.0,cv,0.89,0,0
35302,2014,1,10,21,126.0,-24,1.0,1031.0,cv,1.78,0,0
35303,2014,1,10,22,106.0,-19,-5.0,1032.0,SE,1.79,0,0
35304,2014,1,10,23,104.0,-20,-8.0,1032.0,SE,2.68,0,0
35305,2014,1,11,0,118.0,-19,-9.0,1032.0,NE,0.89,0,0
35306,2014,1,11,1,141.0,-19,-9.0,1032.0,NE,1.78,0,0
35307,2014,1,11,2,199.0,-19,-9.0,1032.0,NW,1.79,0,0
35308,2014,1,11,3,262.0,-19,-10.0,1032.0,NW,2.68,0,0
35309,2014,1,11,4,234.0,-21,-10.0,1032.0,NW,4.47,0,0
35310,2014,1,11,5,221.0,-19,-11.0,1032.0,cv,0.89,0,0
35311,2014,1,11,6,177.0,-20,-12.0,1031.0,NW,0.89,0,0
35312,2014,1,11,7,135.0,-20,-11.0,1031.0,NW,4.02,0,0
35313,2014,1,11,8,108.0,-20,-11.0,1032.0,NE,1.79,0,0
35314,2014,1,11,9,97.0,-18,-7.0,1032.0,cv,0.89,0,0
35315,2014,1,11,10,87.0,-20,-3.0,1032.0,NW,1.79,0,0
35316,2014,1,11,11,85.0,-21,-1.0,1031.0,NW,3.58,0,0
35317,2014,1,11,12,81.0,-25,1.0,1030.0,NW,5.37,0,0
35318,2014,1,11,13,82.0,-25,3.0,1029.0,cv,1.79,0,0
35319,2014,1,11,14,81.0,-25,5.0,1028.0,NW,1.79,0,0
35320,2014,1,11,15,111.0,-27,5.0,1027.0,cv,1.79,0,0
35321,2014,1,11,16,143.0,-25,4.0,1027.0,SE,4.02,0,0
35322,2014,1,11,17,153.0,-22,2.0,1027.0,SE,7.15,0,0
35323,2014,1,11,18,189.0,-21,2.0,1028.0,SE,11.17,0,0
35324,2014,1,11,19,244.0,-19,2.0,1029.0,SE,14.3,0,0
35325,2014,1,11,20,273.0,-18,-4.0,1029.0,NW,0.89,0,0
35326,2014,1,11,21,218.0,-19,-5.0,1030.0,NW,2.68,0,0
35327,2014,1,11,22,227.0,-19,-1.0,1031.0,NW,6.7,0,0
35328,2014,1,11,23,95.0,-19,-2.0,1032.0,cv,0.89,0,0
35329,2014,1,12,0,20.0,-22,1.0,1032.0,NW,8.94,0,0
35330,2014,1,12,1,,-21,-1.0,1033.0,NW,16.09,0,0
35331,2014,1,12,2,,-24,-1.0,1034.0,NW,24.14,0,0
35332,2014,1,12,3,,-22,-3.0,1035.0,NW,29.95,0,0
35333,2014,1,12,4,,-23,-6.0,1035.0,NW,33.97,0,0
35334,2014,1,12,5,,-22,-7.0,1035.0,NW,37.99,0,0
35335,2014,1,12,6,12.0,-24,-6.0,1036.0,NW,39.78,0,0
35336,2014,1,12,7,12.0,-23,-7.0,1037.0,NW,42.91,0,0
35337,2014,1,12,8,17.0,-22,-6.0,1038.0,cv,0.89,0,0
35338,2014,1,12,9,33.0,-22,-2.0,1039.0,NW,1.79,0,0
35339,2014,1,12,10,22.0,-23,0.0,1039.0,NW,3.58,0,0
35340,2014,1,12,11,20.0,-26,1.0,1039.0,NE,1.79,0,0
35341,2014,1,12,12,10.0,-26,1.0,1038.0,cv,0.89,0,0
35342,2014,1,12,13,14.0,-27,2.0,1036.0,NW,4.02,0,0
35343,2014,1,12,14,12.0,-27,2.0,1036.0,NW,8.04,0,0
35344,2014,1,12,15,12.0,-27,4.0,1035.0,NW,12.06,0,0
35345,2014,1,12,16,8.0,-27,3.0,1035.0,NW,16.98,0,0
35346,2014,1,12,17,19.0,-27,2.0,1035.0,cv,3.13,0,0
35347,2014,1,12,18,40.0,-26,1.0,1035.0,SE,3.13,0,0
35348,2014,1,12,19,37.0,-25,0.0,1035.0,SE,7.15,0,0
35349,2014,1,12,20,42.0,-22,-2.0,1035.0,cv,0.45,0,0
35350,2014,1,12,21,56.0,-22,-4.0,1035.0,cv,1.34,0,0
35351,2014,1,12,22,62.0,-21,-8.0,1035.0,NW,3.13,0,0
35352,2014,1,12,23,57.0,-22,-9.0,1035.0,NE,0.89,0,0
35353,2014,1,13,0,57.0,-19,-9.0,1034.0,cv,0.89,0,0
35354,2014,1,13,1,75.0,-20,-9.0,1034.0,NW,1.79,0,0
35355,2014,1,13,2,96.0,-20,-9.0,1034.0,cv,0.89,0,0
35356,2014,1,13,3,110.0,-18,-9.0,1034.0,NW,1.79,0,0
35357,2014,1,13,4,97.0,-20,-11.0,1033.0,NW,3.58,0,0
35358,2014,1,13,5,105.0,-20,-11.0,1033.0,NW,5.37,0,0
35359,2014,1,13,6,84.0,-19,-12.0,1033.0,NE,0.89,0,0
35360,2014,1,13,7,106.0,-19,-11.0,1033.0,NW,1.79,0,0
35361,2014,1,13,8,112.0,-19,-11.0,1033.0,NE,0.89,0,0
35362,2014,1,13,9,120.0,-17,-8.0,1034.0,NE,2.68,0,0
35363,2014,1,13,10,117.0,-18,-4.0,1033.0,cv,0.89,0,0
35364,2014,1,13,11,118.0,-18,-1.0,1033.0,cv,1.78,0,0
35365,2014,1,13,12,106.0,-19,0.0,1031.0,cv,2.67,0,0
35366,2014,1,13,13,96.0,-23,1.0,1030.0,cv,3.56,0,0
35367,2014,1,13,14,82.0,-22,2.0,1029.0,cv,4.45,0,0
35368,2014,1,13,15,63.0,-23,3.0,1029.0,SE,1.79,0,0
35369,2014,1,13,16,79.0,-23,3.0,1029.0,cv,0.89,0,0
35370,2014,1,13,17,125.0,-22,0.0,1029.0,SE,0.89,0,0
35371,2014,1,13,18,119.0,-20,-2.0,1030.0,cv,0.89,0,0
35372,2014,1,13,19,115.0,-19,-6.0,1030.0,NE,1.79,0,0
35373,2014,1,13,20,131.0,-16,-6.0,1031.0,SE,1.79,0,0
35374,2014,1,13,21,177.0,-18,-7.0,1031.0,NE,1.79,0,0
35375,2014,1,13,22,287.0,-17,-7.0,1032.0,SE,0.89,0,0
35376,2014,1,13,23,299.0,-19,-8.0,1032.0,NE,1.79,0,0
35377,2014,1,14,0,250.0,-18,-7.0,1033.0,NW,1.79,0,0
35378,2014,1,14,1,159.0,-19,-8.0,1033.0,NW,3.58,0,0
35379,2014,1,14,2,124.0,-20,-9.0,1033.0,NW,6.71,0,0
35380,2014,1,14,3,123.0,-19,-8.0,1034.0,NW,11.63,0,0
35381,2014,1,14,4,49.0,-21,-10.0,1034.0,NW,15.65,0,0
35382,2014,1,14,5,36.0,-19,-9.0,1034.0,cv,0.89,0,0
35383,2014,1,14,6,59.0,-20,-9.0,1034.0,cv,1.78,0,0
35384,2014,1,14,7,85.0,-18,-9.0,1035.0,cv,2.67,0,0
35385,2014,1,14,8,170.0,-18,-11.0,1035.0,NW,1.79,0,0
35386,2014,1,14,9,180.0,-15,-7.0,1036.0,NW,3.58,0,0
35387,2014,1,14,10,227.0,-12,-2.0,1036.0,NW,5.37,0,0
35388,2014,1,14,11,199.0,-20,-1.0,1036.0,cv,0.89,0,0
35389,2014,1,14,12,168.0,-23,1.0,1035.0,cv,1.78,0,0
35390,2014,1,14,13,93.0,-24,2.0,1033.0,cv,2.67,0,0
35391,2014,1,14,14,80.0,-23,3.0,1033.0,NW,1.79,0,0
35392,2014,1,14,15,111.0,-22,3.0,1033.0,cv,1.79,0,0
35393,2014,1,14,16,133.0,-19,3.0,1032.0,SE,3.13,0,0
35394,2014,1,14,17,135.0,-17,1.0,1033.0,SE,6.26,0,0
35395,2014,1,14,18,94.0,-16,0.0,1033.0,SE,9.39,0,0
35396,2014,1,14,19,103.0,-17,0.0,1033.0,SE,12.52,0,0
35397,2014,1,14,20,92.0,-16,1.0,1033.0,cv,1.79,0,0
35398,2014,1,14,21,93.0,-15,-5.0,1034.0,cv,2.68,0,0
35399,2014,1,14,22,109.0,-14,-5.0,1034.0,cv,3.57,0,0
35400,2014,1,14,23,122.0,-14,-6.0,1034.0,cv,4.46,0,0
35401,2014,1,15,0,123.0,-13,-7.0,1033.0,cv,5.35,0,0
35402,2014,1,15,1,122.0,-14,-8.0,1033.0,NW,0.89,0,0
35403,2014,1,15,2,172.0,-15,-7.0,1034.0,NW,2.68,0,0
35404,2014,1,15,3,213.0,-17,-10.0,1033.0,NW,4.47,0,0
35405,2014,1,15,4,196.0,-17,-10.0,1033.0,NW,6.26,0,0
35406,2014,1,15,5,158.0,-18,-10.0,1033.0,cv,0.89,0,0
35407,2014,1,15,6,103.0,-19,-10.0,1032.0,cv,1.78,0,0
35408,2014,1,15,7,90.0,-18,-10.0,1033.0,NW,3.13,0,0
35409,2014,1,15,8,70.0,-18,-7.0,1033.0,NW,4.92,0,0
35410,2014,1,15,9,67.0,-18,-5.0,1033.0,NW,8.05,0,0
